Birth: Speed: 7.09 | Color: (np.int64(252), np.int64(67), np.int64(109))
Birth: Speed: 4.05 | Color: (np.int64(134), np.int64(146), np.int64(98))
Birth: Speed: 2.17 | Color: (np.int64(64), np.int64(63), np.int64(142))
Birth: Speed: 2.30 | Color: (np.int64(239), np.int64(244), np.int64(92))
Birth: Speed: 8.00 | Color: (np.int64(228), np.int64(123), np.int64(135))
Birth: Speed: 4.68 | Color: (np.int64(233), np.int64(237), np.int64(255))
Birth: Speed: 8.00 | Color: (np.int64(234), np.int64(107), np.int64(100))
Birth: Speed: 7.51 | Color: (np.int64(208), np.int64(139), np.int64(141))
Birth: Speed: 8.00 | Color: (np.int64(255), np.int64(64), np.int64(77))
Birth: Speed: 4.61 | Color: (np.int64(160), np.int64(170), np.int64(130))
Birth: Speed: 7.07 | Color: (np.int64(57), np.int64(111), np.int64(237))
Birth: Speed: 6.07 | Color: (np.int64(243), np.int64(117), np.int64(105))
Birth: Speed: 5.17 | Color: (np.int64(216), np.int64(147), np.int64(153))
Birth: Speed: 8.00 | Color: (np.int64(113), np.int64(146), np.int64(104))
Birth: Speed: 7.08 | Color: (np.int64(237), np.int64(63), np.int64(96))
Birth: Speed: 4.45 | Color: (np.int64(126), np.int64(161), np.int64(92))
Birth: Speed: 2.29 | Color: (np.int64(75), np.int64(71), np.int64(135))
Birth: Speed: 2.41 | Color: (np.int64(231), np.int64(255), np.int64(106))
Birth: Speed: 8.00 | Color: (np.int64(223), np.int64(133), np.int64(127))
Birth: Speed: 4.03 | Color: (np.int64(234), np.int64(238), np.int64(244))
Death: starved | Speed: 5.48 | Age: 660
Death: aged | Speed: 7.43 | Age: 701
Death: aged | Speed: 5.74 | Age: 701
Death: starved | Speed: 13.90 | Age: 660
Death: aged | Speed: 5.99 | Age: 701
Death: aged | Speed: 6.41 | Age: 701
Death: aged | Speed: 7.31 | Age: 701
Death: aged | Speed: 7.35 | Age: 701
Death: aged | Speed: 5.10 | Age: 701
Death: aged | Speed: 5.60 | Age: 701
Death: aged | Speed: 5.90 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 7.03 | Age: 701
Death: aged | Speed: 6.85 | Age: 701
Death: aged | Speed: 12.67 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 7.27 | Age: 701
Death: aged | Speed: 10.19 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 7.65 | Age: 701
Death: aged | Speed: 3.51 | Age: 701
Death: aged | Speed: 7.33 | Age: 701
Death: aged | Speed: 7.33 | Age: 701
Death: aged | Speed: 3.44 | Age: 701
Death: aged | Speed: 4.46 | Age: 701
Death: aged | Speed: 5.27 | Age: 701
Death: aged | Speed: 8.09 | Age: 701
Death: aged | Speed: 4.85 | Age: 701
Death: aged | Speed: 5.48 | Age: 701
Death: aged | Speed: 7.06 | Age: 701
Death: aged | Speed: 4.56 | Age: 701
Death: aged | Speed: 11.50 | Age: 701
Death: aged | Speed: 12.22 | Age: 701
Death: aged | Speed: 4.85 | Age: 701
Death: aged | Speed: 5.38 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 14.46 | Age: 701
Death: aged | Speed: 8.31 | Age: 701
Death: aged | Speed: 1.78 | Age: 701
Death: aged | Speed: 12.93 | Age: 701
Death: aged | Speed: 4.41 | Age: 701
Death: aged | Speed: 7.52 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 3.21 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 14.20 | Age: 701
Death: aged | Speed: 10.58 | Age: 701
Death: aged | Speed: 2.22 | Age: 701
Death: aged | Speed: 5.62 | Age: 701
Death: aged | Speed: 1.83 | Age: 701
Death: aged | Speed: 7.18 | Age: 701
Death: aged | Speed: 2.39 | Age: 701
Death: aged | Speed: 7.55 | Age: 701
Death: aged | Speed: 5.11 | Age: 701
Death: aged | Speed: 3.48 | Age: 701
Death: aged | Speed: 2.05 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 12.27 | Age: 701
Death: aged | Speed: 14.37 | Age: 701
Death: aged | Speed: 11.41 | Age: 701
Death: aged | Speed: 5.20 | Age: 701
Death: aged | Speed: 8.00 | Age: 701
Birth: Speed: 8.00 | Color: (np.int64(234), np.int64(105), np.int64(157))
Birth: Speed: 8.00 | Color: (np.int64(242), np.int64(96), np.int64(169))
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 4.20 | Age: 701
Birth: Speed: 10.11 | Color: (np.int64(255), np.int64(110), np.int64(162))
Death: aged | Speed: 10.38 | Age: 701
Birth: Speed: 8.00 | Color: (np.int64(255), np.int64(111), np.int64(150))
Death: aged | Speed: 8.00 | Age: 701
Birth: Speed: 7.54 | Color: (np.int64(255), np.int64(115), np.int64(153))
Death: aged | Speed: 8.00 | Age: 701
Death: aged | Speed: 5.06 | Age: 701
Birth: Speed: 7.45 | Color: (np.int64(255), np.int64(126), np.int64(140))
Birth: Speed: 8.00 | Color: (np.int64(254), np.int64(125), np.int64(148))
Death: aged | Speed: 6.28 | Age: 701
Death: aged | Speed: 5.19 | Age: 701
Birth: Speed: 8.00 | Color: (np.int64(243), np.int64(122), np.int64(144))
Birth: Speed: 7.83 | Color: (np.int64(250), np.int64(119), np.int64(130))
Death: aged | Speed: 4.65 | Age: 701
Birth: Speed: 7.25 | Color: (np.int64(240), np.int64(110), np.int64(121))
Death: aged | Speed: 8.00 | Age: 701
Birth: Speed: 8.00 | Color: (np.int64(232), np.int64(122), np.int64(122))
Birth: Speed: 8.00 | Color: (np.int64(245), np.int64(117), np.int64(108))
Birth: Speed: 8.00 | Color: (np.int64(255), np.int64(110), np.int64(119))
Birth: Speed: 9.64 | Color: (np.int64(255), np.int64(103), np.int64(130))
Birth: Speed: 8.00 | Color: (np.int64(248), np.int64(89), np.int64(124))
Birth: Speed: 7.18 | Color: (np.int64(240), np.int64(87), np.int64(116))
Birth: Speed: 3.99 | Color: (np.int64(226), np.int64(72), np.int64(106))
Birth: Speed: 4.11 | Color: (np.int64(224), np.int64(70), np.int64(121))
Birth: Speed: 4.68 | Color: (np.int64(216), np.int64(77), np.int64(110))
Birth: Speed: 6.45 | Color: (np.int64(206), np.int64(63), np.int64(123))
Birth: Speed: 5.77 | Color: (np.int64(220), np.int64(61), np.int64(123))
Birth: Speed: 6.00 | Color: (np.int64(217), np.int64(73), np.int64(108))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 5.24 | Color: (np.int64(211), np.int64(75), np.int64(111))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 5.12 | Color: (np.int64(225), np.int64(90), np.int64(96))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 4.98 | Color: (np.int64(234), np.int64(87), np.int64(104))
Death: starved | Speed: 7.95 | Age: 500
Birth: Speed: 5.02 | Color: (np.int64(226), np.int64(87), np.int64(107))
Death: starved | Speed: 6.59 | Age: 500
Birth: Speed: 4.09 | Color: (np.int64(237), np.int64(78), np.int64(115))
Death: starved | Speed: 6.93 | Age: 500
Birth: Speed: 3.96 | Color: (np.int64(243), np.int64(70), np.int64(101))
Death: starved | Speed: 7.14 | Age: 500
Birth: Speed: 3.09 | Color: (np.int64(230), np.int64(79), np.int64(90))
Birth: Speed: 2.86 | Color: (np.int64(216), np.int64(83), np.int64(97))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 3.00 | Color: (np.int64(212), np.int64(96), np.int64(107))
Death: starved | Speed: 7.93 | Age: 500
Birth: Speed: 3.23 | Color: (np.int64(212), np.int64(82), np.int64(104))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 2.95 | Color: (np.int64(223), np.int64(93), np.int64(114))
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 2.99 | Color: (np.int64(211), np.int64(83), np.int64(102))
Death: starved | Speed: 7.12 | Age: 500
Birth: Speed: 2.82 | Color: (np.int64(213), np.int64(72), np.int64(107))
Birth: Speed: 2.80 | Color: (np.int64(211), np.int64(73), np.int64(105))
Death: starved | Speed: 10.58 | Age: 500
Birth: Speed: 2.80 | Color: (np.int64(226), np.int64(61), np.int64(117))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 4.79 | Color: (np.int64(231), np.int64(51), np.int64(114))
Death: starved | Speed: 8.01 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 4.98 | Color: (np.int64(226), np.int64(61), np.int64(104))
Death: starved | Speed: 8.09 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.70 | Age: 500
Birth: Speed: 4.84 | Color: (np.int64(222), np.int64(65), np.int64(118))
Death: starved | Speed: 5.90 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.76 | Age: 500
Birth: Speed: 4.49 | Color: (np.int64(218), np.int64(75), np.int64(129))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.48 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.64 | Age: 500
Birth: Speed: 4.61 | Color: (np.int64(230), np.int64(72), np.int64(115))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.74 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.64 | Age: 500
Birth: Speed: 4.64 | Color: (np.int64(229), np.int64(59), np.int64(107))
Death: starved | Speed: 7.11 | Age: 500
Death: starved | Speed: 6.18 | Age: 500
Death: starved | Speed: 6.41 | Age: 500
Birth: Speed: 4.47 | Color: (np.int64(232), np.int64(54), np.int64(114))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.69 | Age: 500
Death: starved | Speed: 5.92 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.49 | Age: 500
Birth: Speed: 3.39 | Color: (np.int64(224), np.int64(50), np.int64(129))
Death: starved | Speed: 7.00 | Age: 500
Death: starved | Speed: 5.96 | Age: 500
Death: starved | Speed: 5.71 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 12.15 | Age: 500
Birth: Speed: 3.39 | Color: (np.int64(225), np.int64(59), np.int64(124))
Death: starved | Speed: 7.32 | Age: 500
Death: starved | Speed: 6.66 | Age: 500
Death: starved | Speed: 5.51 | Age: 500
Death: starved | Speed: 5.59 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 3.40 | Color: (np.int64(217), np.int64(50), np.int64(139))
Death: starved | Speed: 11.67 | Age: 500
Death: starved | Speed: 6.47 | Age: 500
Death: starved | Speed: 6.70 | Age: 500
Death: starved | Speed: 5.83 | Age: 500
Death: starved | Speed: 7.26 | Age: 500
Birth: Speed: 3.60 | Color: (np.int64(208), np.int64(50), np.int64(127))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.50 | Age: 500
Death: starved | Speed: 5.82 | Age: 500
Death: starved | Speed: 5.06 | Age: 500
Death: starved | Speed: 7.87 | Age: 500
Death: starved | Speed: 7.47 | Age: 500
Birth: Speed: 4.09 | Color: (np.int64(211), np.int64(57), np.int64(125))
Death: starved | Speed: 7.74 | Age: 500
Death: starved | Speed: 5.86 | Age: 500
Death: starved | Speed: 4.73 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 3.62 | Color: (np.int64(216), np.int64(50), np.int64(122))
Death: starved | Speed: 8.64 | Age: 500
Death: starved | Speed: 7.22 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.61 | Age: 500
Death: starved | Speed: 4.32 | Age: 500
Death: starved | Speed: 7.20 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Birth: Speed: 3.53 | Color: (np.int64(217), np.int64(50), np.int64(116))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.67 | Age: 500
Death: starved | Speed: 9.76 | Age: 500
Death: starved | Speed: 6.74 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.18 | Age: 500
Birth: Speed: 3.54 | Color: (np.int64(211), np.int64(50), np.int64(117))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.73 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.91 | Age: 500
Death: starved | Speed: 6.72 | Age: 500
Death: starved | Speed: 6.46 | Age: 500
Birth: Speed: 4.10 | Color: (np.int64(216), np.int64(63), np.int64(121))
Death: starved | Speed: 7.55 | Age: 500
Death: starved | Speed: 7.51 | Age: 500
Death: starved | Speed: 7.70 | Age: 500
Death: starved | Speed: 7.57 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.93 | Age: 500
Death: starved | Speed: 7.07 | Age: 500
Death: starved | Speed: 6.69 | Age: 500
Birth: Speed: 3.86 | Color: (np.int64(225), np.int64(55), np.int64(106))
Death: starved | Speed: 6.61 | Age: 500
Death: starved | Speed: 7.49 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.80 | Age: 500
Death: starved | Speed: 7.83 | Age: 500
Death: starved | Speed: 7.57 | Age: 500
Death: starved | Speed: 6.58 | Age: 500
Death: starved | Speed: 6.71 | Age: 500
Birth: Speed: 3.97 | Color: (np.int64(240), np.int64(68), np.int64(91))
Death: starved | Speed: 5.72 | Age: 500
Death: starved | Speed: 6.94 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.34 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.86 | Age: 500
Death: starved | Speed: 6.77 | Age: 500
Death: starved | Speed: 4.89 | Age: 500
Birth: Speed: 4.17 | Color: (np.int64(253), np.int64(63), np.int64(90))
Death: starved | Speed: 5.45 | Age: 500
Death: starved | Speed: 6.95 | Age: 500
Death: starved | Speed: 7.09 | Age: 500
Death: starved | Speed: 6.38 | Age: 500
Death: starved | Speed: 7.16 | Age: 500
Death: starved | Speed: 6.47 | Age: 500
Death: starved | Speed: 4.22 | Age: 500
Birth: Speed: 4.69 | Color: (np.int64(250), np.int64(78), np.int64(94))
Death: starved | Speed: 5.23 | Age: 500
Death: starved | Speed: 7.00 | Age: 500
Death: starved | Speed: 7.63 | Age: 500
Death: starved | Speed: 6.84 | Age: 500
Death: starved | Speed: 7.95 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.78 | Age: 500
Death: starved | Speed: 4.29 | Age: 500
Birth: Speed: 4.62 | Color: (np.int64(255), np.int64(91), np.int64(95))
Death: starved | Speed: 4.96 | Age: 500
Death: starved | Speed: 5.94 | Age: 500
Death: starved | Speed: 7.29 | Age: 500
Death: starved | Speed: 13.86 | Age: 500
Death: starved | Speed: 7.59 | Age: 500
Death: starved | Speed: 12.71 | Age: 500
Death: starved | Speed: 6.40 | Age: 500
Death: starved | Speed: 3.11 | Age: 500
Birth: Speed: 4.46 | Color: (np.int64(255), np.int64(88), np.int64(96))
Death: starved | Speed: 6.56 | Age: 500
Death: starved | Speed: 2.74 | Age: 500
Death: starved | Speed: 4.57 | Age: 500
Death: starved | Speed: 7.29 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.35 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 3.22 | Age: 500
Death: starved | Speed: 3.04 | Age: 500
Birth: Speed: 5.57 | Color: (np.int64(255), np.int64(96), np.int64(103))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 2.99 | Age: 500
Death: starved | Speed: 4.17 | Age: 500
Death: starved | Speed: 6.93 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.69 | Age: 500
Death: starved | Speed: 7.01 | Age: 500
Death: starved | Speed: 3.62 | Age: 500
Death: starved | Speed: 3.49 | Age: 500
Birth: Speed: 5.29 | Color: (np.int64(245), np.int64(98), np.int64(109))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.01 | Age: 500
Death: starved | Speed: 3.18 | Age: 500
Death: starved | Speed: 4.00 | Age: 500
Death: starved | Speed: 4.01 | Age: 500
Death: starved | Speed: 7.01 | Age: 500
Death: starved | Speed: 6.39 | Age: 500
Death: starved | Speed: 3.19 | Age: 500
Birth: Speed: 5.36 | Color: (np.int64(249), np.int64(92), np.int64(102))
Death: starved | Speed: 5.12 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.82 | Age: 500
Death: starved | Speed: 3.81 | Age: 500
Death: starved | Speed: 2.57 | Age: 500
Death: starved | Speed: 3.52 | Age: 500
Death: starved | Speed: 7.66 | Age: 500
Death: starved | Speed: 7.70 | Age: 500
Death: starved | Speed: 6.68 | Age: 500
Death: starved | Speed: 3.51 | Age: 500
Birth: Speed: 11.10 | Color: (np.int64(242), np.int64(90), np.int64(111))
Death: starved | Speed: 5.81 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.65 | Age: 500
Death: starved | Speed: 2.72 | Age: 500
Death: starved | Speed: 3.67 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.78 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.06 | Age: 500
Death: starved | Speed: 3.34 | Age: 500
Birth: Speed: 7.82 | Color: (np.int64(234), np.int64(80), np.int64(119))
Death: starved | Speed: 4.63 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.19 | Age: 500
Death: starved | Speed: 3.49 | Age: 500
Death: starved | Speed: 3.95 | Age: 500
Death: starved | Speed: 7.77 | Age: 500
Death: starved | Speed: 6.16 | Age: 500
Death: starved | Speed: 6.77 | Age: 500
Death: starved | Speed: 3.63 | Age: 500
Birth: Speed: 7.58 | Color: (np.int64(233), np.int64(91), np.int64(128))
Death: starved | Speed: 4.63 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 3.85 | Age: 500
Death: starved | Speed: 3.23 | Age: 500
Death: starved | Speed: 7.53 | Age: 500
Death: starved | Speed: 5.68 | Age: 500
Death: starved | Speed: 6.86 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 2.78 | Age: 500
Birth: Speed: 7.47 | Color: (np.int64(245), np.int64(99), np.int64(127))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.27 | Age: 500
Death: starved | Speed: 6.13 | Age: 500
Death: starved | Speed: 6.32 | Age: 500
Death: starved | Speed: 3.54 | Age: 500
Death: starved | Speed: 3.72 | Age: 500
Death: starved | Speed: 2.83 | Age: 500
Death: starved | Speed: 5.39 | Age: 500
Death: starved | Speed: 9.41 | Age: 500
Death: starved | Speed: 7.66 | Age: 500
Death: starved | Speed: 2.57 | Age: 500
Birth: Speed: 7.97 | Color: (np.int64(246), np.int64(114), np.int64(135))
Death: starved | Speed: 5.66 | Age: 500
Death: starved | Speed: 5.60 | Age: 500
Death: starved | Speed: 6.07 | Age: 500
Death: starved | Speed: 6.07 | Age: 500
Death: starved | Speed: 3.81 | Age: 500
Death: starved | Speed: 3.63 | Age: 500
Death: starved | Speed: 2.84 | Age: 500
Death: starved | Speed: 5.88 | Age: 500
Death: starved | Speed: 5.35 | Age: 500
Death: starved | Speed: 10.68 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 2.91 | Age: 500
Birth: Speed: 8.00 | Color: (np.int64(239), np.int64(117), np.int64(130))
Death: starved | Speed: 6.48 | Age: 500
Death: starved | Speed: 6.16 | Age: 500
Death: starved | Speed: 3.53 | Age: 500
Death: starved | Speed: 3.71 | Age: 500
Death: starved | Speed: 2.97 | Age: 500
Death: starved | Speed: 5.62 | Age: 500
Death: starved | Speed: 6.94 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.88 | Age: 500
Death: starved | Speed: 2.90 | Age: 500
Birth: Speed: 8.00 | Color: (np.int64(237), np.int64(131), np.int64(142))
Death: starved | Speed: 6.76 | Age: 500
Death: starved | Speed: 7.92 | Age: 500
Death: starved | Speed: 6.06 | Age: 500
Death: starved | Speed: 3.48 | Age: 500
Death: starved | Speed: 3.79 | Age: 500
Death: starved | Speed: 5.48 | Age: 500
Death: starved | Speed: 7.59 | Age: 500
Death: starved | Speed: 12.12 | Age: 500
Death: starved | Speed: 7.61 | Age: 500
Death: starved | Speed: 2.94 | Age: 500
Birth: Speed: 7.20 | Color: (np.int64(222), np.int64(143), np.int64(138))
Death: starved | Speed: 5.60 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.64 | Age: 500
Death: starved | Speed: 10.79 | Age: 500
Death: starved | Speed: 1.97 | Age: 500
Death: starved | Speed: 6.43 | Age: 500
Death: starved | Speed: 6.39 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.35 | Age: 500
Birth: Speed: 7.27 | Color: (np.int64(217), np.int64(150), np.int64(146))
Death: starved | Speed: 6.63 | Age: 500
Death: starved | Speed: 6.54 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 5.94 | Age: 500
Death: starved | Speed: 3.11 | Age: 500
Death: starved | Speed: 2.14 | Age: 500
Death: starved | Speed: 7.09 | Age: 500
Death: starved | Speed: 6.83 | Age: 500
Death: starved | Speed: 7.04 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 3.77 | Age: 500
Birth: Speed: 8.00 | Color: (np.int64(52), np.int64(55), np.int64(194))
Birth: Speed: 8.00 | Color: (np.int64(232), np.int64(61), np.int64(90))
Birth: Speed: 12.42 | Color: (np.int64(231), np.int64(160), np.int64(156))
Death: starved | Speed: 6.06 | Age: 500
Death: starved | Speed: 6.94 | Age: 500
Death: starved | Speed: 5.78 | Age: 500
Death: starved | Speed: 7.26 | Age: 500
Death: starved | Speed: 2.92 | Age: 500
Death: starved | Speed: 7.46 | Age: 500
Death: starved | Speed: 7.23 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.68 | Age: 500
Death: starved | Speed: 4.04 | Age: 500
Birth: Speed: 10.31 | Color: (np.int64(65), np.int64(55), np.int64(201))
Birth: Speed: 8.00 | Color: (np.int64(236), np.int64(57), np.int64(96))
Birth: Speed: 8.00 | Color: (np.int64(244), np.int64(172), np.int64(165))
Death: starved | Speed: 7.71 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.57 | Age: 500
Death: starved | Speed: 6.54 | Age: 500
Death: starved | Speed: 7.31 | Age: 500
Death: starved | Speed: 2.60 | Age: 500
Death: starved | Speed: 7.41 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 14.45 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 4.16 | Age: 500
Birth: Speed: 5.16 | Color: (np.int64(56), np.int64(55), np.int64(204))
Birth: Speed: 6.94 | Color: (np.int64(240), np.int64(51), np.int64(86))
Birth: Speed: 8.00 | Color: (np.int64(238), np.int64(163), np.int64(167))
Death: starved | Speed: 4.75 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.86 | Age: 500
Death: starved | Speed: 6.95 | Age: 500
Death: starved | Speed: 3.37 | Age: 500
Death: starved | Speed: 2.49 | Age: 500
Death: starved | Speed: 7.46 | Age: 500
Death: starved | Speed: 7.79 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.46 | Age: 500
Death: starved | Speed: 6.67 | Age: 500
Birth: Speed: 5.29 | Color: (np.int64(50), np.int64(59), np.int64(219))
Birth: Speed: 7.01 | Color: (np.int64(231), np.int64(56), np.int64(101))
Birth: Speed: 8.00 | Color: (np.int64(248), np.int64(155), np.int64(152))
Death: starved | Speed: 7.18 | Age: 500
Death: starved | Speed: 7.26 | Age: 500
Death: starved | Speed: 7.05 | Age: 500
Death: starved | Speed: 2.36 | Age: 500
Death: starved | Speed: 7.22 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.50 | Age: 500
Death: starved | Speed: 7.40 | Age: 500
Birth: Speed: 6.21 | Color: (np.int64(60), np.int64(58), np.int64(221))
Birth: Speed: 5.20 | Color: (np.int64(235), np.int64(60), np.int64(102))
Birth: Speed: 7.32 | Color: (np.int64(255), np.int64(157), np.int64(156))
Death: starved | Speed: 7.44 | Age: 500
Death: starved | Speed: 7.68 | Age: 500
Death: starved | Speed: 6.99 | Age: 500
Death: starved | Speed: 7.37 | Age: 500
Death: starved | Speed: 10.80 | Age: 500
Death: starved | Speed: 3.06 | Age: 500
Death: starved | Speed: 2.48 | Age: 500
Death: starved | Speed: 6.06 | Age: 500
Death: starved | Speed: 6.99 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 6.66 | Age: 500
Death: starved | Speed: 7.64 | Age: 500
Birth: Speed: 6.75 | Color: (np.int64(65), np.int64(72), np.int64(233))
Birth: Speed: 5.07 | Color: (np.int64(226), np.int64(67), np.int64(111))
Birth: Speed: 7.66 | Color: (np.int64(255), np.int64(147), np.int64(171))
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.19 | Age: 500
Death: starved | Speed: 7.64 | Age: 500
Death: starved | Speed: 8.28 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 3.34 | Age: 500
Death: starved | Speed: 1.92 | Age: 500
Death: starved | Speed: 6.54 | Age: 500
Death: starved | Speed: 6.12 | Age: 500
Death: starved | Speed: 7.53 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 7.33 | Age: 500
Birth: Speed: 8.00 | Color: (np.int64(77), np.int64(65), np.int64(248))
Birth: Speed: 5.18 | Color: (np.int64(216), np.int64(69), np.int64(97))
Birth: Speed: 7.64 | Color: (np.int64(255), np.int64(136), np.int64(166))
Death: starved | Speed: 7.23 | Age: 500
Death: starved | Speed: 7.20 | Age: 500
Death: starved | Speed: 5.33 | Age: 500
Death: starved | Speed: 3.04 | Age: 500
Death: starved | Speed: 2.13 | Age: 500
Death: starved | Speed: 6.69 | Age: 500
Death: starved | Speed: 5.67 | Age: 500
Death: starved | Speed: 7.36 | Age: 500
Death: starved | Speed: 7.43 | Age: 500
Death: starved | Speed: 7.78 | Age: 500
Birth: Speed: 8.00 | Color: (np.int64(88), np.int64(54), np.int64(237))
Birth: Speed: 4.63 | Color: (np.int64(210), np.int64(72), np.int64(89))
Birth: Speed: 7.90 | Color: (np.int64(252), np.int64(131), np.int64(151))
Death: starved | Speed: 7.06 | Age: 500
Death: starved | Speed: 8.00 | Age: 500
Death: starved | Speed: 3.18 | Age: 500
Death: starved | Speed: 2.14 | Age: 500
Death: starved | Speed: 6.08 | Age: 500
Death: starved | Speed: 6.54 | Age: 500
Death: starved | Speed: 7.93 | Age: 500
Death: starved | Speed: 6.08 | Age: 500
Death: starved | Speed: 7.19 | Age: 500
Birth: Speed: 7.12 | Color: (np.int64(84), np.int64(58), np.int64(230))
Birth: Speed: 4.41 | Color: (np.int64(204), np.int64(67), np.int64(85))
Birth: Speed: 6.08 | Color: (np.int64(239), np.int64(133), np.int64(147))
Death: starved | Speed: 6.40 | Age: 500
Death: starved | Speed: 7.66 | Age: 500
